transaction_id,timestamp,intrbk_sttlm_amt,debtor_name,debtor_country,debtor_city,debtor_postcode,creditor_name,creditor_country,creditor_city,creditor_postcode,distance_km,is_international,debtor_blacklisted,creditor_blacklisted,extreme_amount,amount_high,amount_low,postal_incoherence,sector,is_fraud
TXN_000328,2025-05-12 19:06:19.482594,91387936,LESIEUR CRISTAL,MA,Marrakech,40000,BOMBAY TRADING,IN,Dubai,32672,3103,1,0,1,1,1,0,0,INDUSTRIEL,1
TXN_003337,2024-01-03 19:06:19.359464,173828,MARJANE HOLDING,MA,Rabat,10000,LABEL VIE,MA,Tétouan,93100,843,0,0,0,0,0,0,0,DISTRIBUTION,0
TXN_005589,2023-09-09 19:06:19.391006,3510,ORANGE MAROC,MA,Meknès,50100,BMCE BANK,MA,Agadir,80100,227,0,0,0,0,0,0,0,SERVICES,0
TXN_000251,2024-10-26 19:06:19.308380,54380,LABEL VIE,MA,Fès,30200,BMCI,MA,Tétouan,93000,744,0,0,0,0,0,0,0,DISTRIBUTION,0
TXN_003973,2025-01-16 19:06:19.366974,275201,COTEF MAROC,MA,Marrakech,40000,Paris_TRADING_US,US,Paris,44468,4826,1,0,0,0,0,0,0,TEXTILE,0
TXN_006630,2025-03-28 19:06:19.408031,161424,METRO MAROC,MA,Kenitra,14100,Paris_TRADING_BE,BE,Paris,50224,8116,1,0,0,0,0,0,0,DISTRIBUTION,0
TXN_005547,2024-11-22 19:06:19.391006,1461369,LESIEUR CRISTAL,MA,Agadir,80200,SONASID,MA,Rabat,10100,447,0,0,0,0,0,0,0,INDUSTRIEL,0
TXN_000035,2024-03-03 19:06:19.304863,4814666,SAFIEC,MA,Marrakech,40200,Frankfurt_TRADING_NL,NL,Frankfurt,61214,7997,1,0,0,0,0,0,0,INDUSTRIEL,0
TXN_000362,2023-09-29 19:06:19.483595,67288941,SONASID,MA,Tanger,90000,BOGOTA TRADING,CO,Panama City,81029,4268,1,0,1,1,1,0,1,INDUSTRIEL,1
TXN_001513,2025-04-01 19:06:19.335924,3734125,LESIEUR CRISTAL,MA,Rabat,10000,BMCE BANK,MA,Tanger,90000,488,0,0,0,0,0,0,0,INDUSTRIEL,0
TXN_001317,2023-11-12 03:06:19.497130,93,CARREFOUR MAROC,MA,Tanger,90200,LAGOS TRADING,NG,Karachi,82242,3328,1,0,1,1,0,1,1,DISTRIBUTION,1
TXN_000039,2025-05-17 19:06:19.305857,60236,ONEE,MA,Tétouan,93100,BMCI,MA,Fès,30200,665,0,0,0,0,0,0,0,SERVICES,0
TXN_004819,2023-11-24 19:06:19.376481,293010,COTEF MAROC,MA,Tanger,90000,Milan_TRADING_ES,ES,Milan,87728,3960,1,0,0,0,0,0,0,TEXTILE,0
TXN_003465,2024-07-04 19:06:19.360463,247270,DELTA INDUSTRIE,MA,Fès,30100,DELTA INDUSTRIE,MA,Marrakech,40200,180,0,0,0,0,0,0,0,TEXTILE,0
TXN_001760,2025-08-13 19:06:19.338933,13163,MARJANE HOLDING,MA,Marrakech,40100,CREDIT DU MAROC,MA,Marrakech,40000,89,0,0,0,0,0,0,0,DISTRIBUTION,0
TXN_002304,2024-03-11 19:06:19.346438,101055,ACIMA,MA,Agadir,80100,CIH BANK,MA,Casablanca,20000,604,0,0,0,0,0,0,0,DISTRIBUTION,0
TXN_003723,2025-01-23 19:06:19.363464,113737,MANATEX,MA,Tétouan,93000,ATTIJARIWAFA BANK,MA,Oujda,60000,219,0,0,0,0,0,0,0,TEXTILE,0
TXN_000284,2024-06-10 19:06:19.482594,135689710,OCP SA,MA,Meknès,50100,BOSPHORUS EXPORTS,TR,Dubai,63903,2599,1,0,1,1,1,0,0,INDUSTRIEL,1
TXN_004993,2024-12-24 19:06:19.379490,70427,AUCHAN MAROC,MA,Meknès,50000,London_TRADING_US,US,London,14340,3523,1,0,0,0,0,0,0,DISTRIBUTION,0
TXN_000127,2024-03-08 19:06:19.479393,35,TEXMAROC,MA,Tanger,90000,SHENZHEN ELECTRONICS,CN,Beirut,98784,4206,1,0,1,1,0,1,0,TEXTILE,1
TXN_003032,2024-05-27 19:06:19.355951,207546,MANATEX,MA,Oujda,60000,MAROC TELECOM,MA,Oujda,60000,102,0,0,0,0,0,0,0,TEXTILE,0
TXN_007938,2025-02-02 19:06:19.424901,213587,SOMITEX,MA,Rabat,10200,London_TRADING_FR,FR,London,53373,8836,1,0,0,0,0,0,0,TEXTILE,0
TXN_003039,2025-05-31 19:06:19.355951,166362,ACIMA,MA,Oujda,60000,INWI,MA,Tétouan,93100,377,0,0,0,0,0,0,0,DISTRIBUTION,0
TXN_001655,2025-02-12 03:06:19.505797,692700,MARJANE HOLDING,MA,Fès,30200,KARACHI EXPORTS,PK,Dubai,14153,6917,1,0,1,1,1,0,0,DISTRIBUTION,1
TXN_002545,2023-09-13 19:06:19.349951,57244,LYDEC,MA,Oujda,60000,LYDEC,MA,Agadir,80000,324,0,0,0,0,0,0,0,SERVICES,0
TXN_002592,2024-10-02 19:06:19.349951,4346424,LESIEUR CRISTAL,MA,Casablanca,20400,CIH BANK,MA,Agadir,80100,657,0,0,0,0,0,0,0,INDUSTRIEL,0
TXN_001188,2023-11-16 19:06:19.329420,65519,ORANGE MAROC,MA,Casablanca,20400,SOCIETE GENERALE MAROC,MA,Meknès,50000,696,0,0,0,0,0,0,0,SERVICES,0
TXN_007966,2025-06-23 19:06:19.425902,158633,SOMITEX,MA,Agadir,80000,OCP SA,MA,Rabat,10100,580,0,0,0,0,0,0,0,TEXTILE,0
TXN_006077,2025-04-16 19:06:19.400523,36077,METRO MAROC,MA,Meknès,50000,CIH BANK,MA,Oujda,60100,259,0,0,0,0,0,0,0,DISTRIBUTION,0
TXN_000107,2024-07-12 19:06:19.306374,947078,LESIEUR CRISTAL,MA,Tétouan,93000,MAROC TELECOM,MA,Tétouan,93100,187,0,0,0,0,0,0,0,INDUSTRIEL,0
TXN_001315,2025-03-12 19:06:19.332420,53658,TEXMAROC,MA,Agadir,80200,CREDIT DU MAROC,MA,Fès,30100,359,0,0,0,0,0,0,0,TEXTILE,0
TXN_000187,2025-01-09 04:06:19.480578,68,MARJANE HOLDING,MA,Fès,30100,SAIGON EXPORTS,VN,Istanbul,60759,2597,1,0,1,1,0,1,1,DISTRIBUTION,1
TXN_002753,2024-12-29 19:06:19.351951,173925,MANATEX,MA,Casablanca,20400,Paris_TRADING_US,US,Paris,93930,7260,1,0,0,0,0,0,0,TEXTILE,0
TXN_001753,2024-08-29 19:06:19.507833,1022640,DELTA INDUSTRIE,MA,Oujda,60000,MEDELLIN EXPORTS,CO,Istanbul,47790,5688,1,0,1,1,1,0,0,TEXTILE,1
TXN_006231,2024-05-12 19:06:19.402524,3368589,OCP SA,MA,Kenitra,14100,AUCHAN MAROC,MA,Tanger,90100,476,0,0,0,0,0,0,0,INDUSTRIEL,0
TXN_002876,2025-08-04 19:06:19.353951,267622,STAFIL,MA,Tétouan,93000,BMCI,MA,Tétouan,93000,29,0,0,0,0,0,0,0,TEXTILE,0
TXN_005323,2024-04-16 19:06:19.385994,22838,ORANGE MAROC,MA,Meknès,50100,ATTIJARIWAFA BANK,MA,Casablanca,20300,618,0,0,0,0,0,0,0,SERVICES,0
TXN_000799,2024-04-13 19:06:19.314382,25981,CARREFOUR MAROC,MA,Fès,30100,SOMITEX,MA,Rabat,10200,306,0,0,0,0,0,0,0,DISTRIBUTION,0
TXN_003570,2023-09-11 19:06:19.361464,641685,MANAGEM,MA,Casablanca,20400,BMCE BANK,MA,Meknès,50100,761,0,0,0,0,0,0,0,INDUSTRIEL,0
TXN_002894,2024-06-19 19:06:19.353951,32145,ONEE,MA,Rabat,10000,BMCI,MA,Meknès,50000,533,0,0,0,0,0,0,0,SERVICES,0
TXN_002927,2025-03-28 19:06:19.353951,1014383,SONASID,MA,Casablanca,20300,MARJANE HOLDING,MA,Tanger,90200,484,0,0,0,0,0,0,0,INDUSTRIEL,0
TXN_000178,2024-02-29 19:06:19.480578,946,AUCHAN MAROC,MA,Tanger,90000,INDIAN SOFTWARE,IN,Istanbul,53443,6929,1,0,1,1,0,1,0,DISTRIBUTION,1
TXN_000971,2024-12-04 19:06:19.317896,1793771,LAFARGE MAROC,MA,Kenitra,14100,BANK AL MAGHRIB,MA,Tanger,90000,422,0,0,0,0,0,0,0,INDUSTRIEL,0
TXN_006687,2025-02-25 19:06:19.409036,2971618,LESIEUR CRISTAL,MA,Tanger,90000,BMCE BANK,MA,Oujda,60100,467,0,0,0,0,0,0,0,INDUSTRIEL,0
TXN_000575,2025-06-19 03:06:19.486102,9370591,SOMITEX,MA,Casablanca,20000,ISLAMABAD TRADING,PK,Istanbul,32463,3416,1,0,1,1,1,0,0,TEXTILE,1
TXN_002020,2024-03-27 19:06:19.341932,186170,MANATEX,MA,Tanger,90000,BANK AL MAGHRIB,MA,Kenitra,14000,478,0,0,0,0,0,0,0,TEXTILE,0
TXN_001054,2023-10-30 19:06:19.492356,1614627,LYDEC,MA,Oujda,60100,SUSPECT COMPANY,SY,Beirut,76743,5821,1,0,1,1,1,0,0,SERVICES,1
TXN_000952,2024-04-05 19:06:19.316896,6720,MAROC TELECOM,MA,Tanger,90200,London_TRADING_BE,BE,London,68979,5040,1,0,0,0,0,0,0,SERVICES,0
TXN_005359,2023-09-15 19:06:19.387001,3041137,LAFARGE MAROC,MA,Casablanca,20400,CREDIT AGRICOLE MAROC,MA,Tanger,90200,452,0,0,0,0,0,0,0,INDUSTRIEL,0
TXN_003857,2025-01-12 19:06:19.364465,2359017,LAFARGE MAROC,MA,Rabat,10100,REDAL,MA,Kenitra,14000,791,0,0,0,0,0,0,0,INDUSTRIEL,0
TXN_005861,2024-03-06 19:06:19.397519,128552,MARJANE HOLDING,MA,Meknès,50000,METRO MAROC,MA,Meknès,50000,69,0,0,0,0,0,0,0,DISTRIBUTION,0
TXN_003145,2024-06-19 19:06:19.357460,3393598,COSUMAR,MA,Kenitra,14000,BANK AL MAGHRIB,MA,Marrakech,40000,715,0,0,0,0,0,0,0,INDUSTRIEL,0
TXN_003305,2024-12-23 19:06:19.358463,1211695,SONASID,MA,Casablanca,20300,BANQUE POPULAIRE,MA,Agadir,80200,545,0,0,0,0,0,0,0,INDUSTRIEL,0
TXN_003006,2023-09-23 19:06:19.354955,19093,TEXMAROC,MA,Rabat,10200,ATTIJARIWAFA BANK,MA,Kenitra,14100,795,0,0,0,0,0,0,0,TEXTILE,0
TXN_001001,2024-01-16 19:06:19.492356,23162864,LESIEUR CRISTAL,MA,Rabat,10200,MEDELLIN EXPORTS,CO,Lima,40517,9422,1,0,1,1,1,0,0,INDUSTRIEL,1
TXN_007770,2025-03-23 19:06:19.422902,275512,DELTA INDUSTRIE,MA,Tétouan,93000,ARAB BANK MAROC,MA,Marrakech,40000,722,0,0,0,0,0,0,0,TEXTILE,0
TXN_007438,2024-02-07 19:06:19.419901,2701845,COSUMAR,MA,Casablanca,20000,ATTIJARIWAFA BANK,MA,Tétouan,93000,957,0,0,0,0,0,0,0,INDUSTRIEL,0
TXN_007942,2024-02-22 19:06:19.424901,9244,ORANGE MAROC,MA,Marrakech,40200,LYDEC,MA,Tétouan,93000,784,0,0,0,0,0,0,0,SERVICES,0
TXN_001238,2024-06-23 19:06:19.496100,611177,CARREFOUR MAROC,MA,Rabat,10000,SUSPECT COMPANY,YE,Lima,99301,8974,1,0,1,1,1,0,0,DISTRIBUTION,1
TXN_001056,2024-06-02 19:06:19.318903,165832,LABEL VIE,MA,Kenitra,14100,MAROC TELECOM,MA,Tanger,90200,490,0,0,0,0,0,0,0,DISTRIBUTION,0
TXN_003154,2024-03-31 19:06:19.357460,127404,METRO MAROC,MA,Fès,30000,Brussels_TRADING_BE,BE,Brussels,61493,8235,1,0,0,0,0,0,0,DISTRIBUTION,0
TXN_003787,2024-10-11 19:06:19.364465,125665,LABEL VIE,MA,Fès,30000,CARREFOUR MAROC,MA,Rabat,10100,385,0,0,0,0,0,0,0,DISTRIBUTION,0
TXN_001189,2025-01-27 19:06:19.494591,203,MANATEX,MA,Fès,30000,UKRAINIAN STEEL,UA,Beirut,29589,3638,1,0,1,1,0,1,0,TEXTILE,1
TXN_007825,2025-04-16 19:06:19.423902,63462,MAROC TELECOM,MA,Agadir,80200,TEXMAROC,MA,Casablanca,20300,539,0,0,0,0,0,0,0,SERVICES,0
TXN_007539,2025-08-28 19:06:19.420901,9197,ACIMA,MA,Tétouan,93100,MARJANE HOLDING,MA,Casablanca,20400,1015,0,0,0,0,0,0,0,DISTRIBUTION,0
TXN_007231,2024-08-28 19:06:19.416900,18449,MAROC TELECOM,MA,Casablanca,20400,BANK AL MAGHRIB,MA,Agadir,80100,596,0,0,0,0,0,0,0,SERVICES,0
TXN_000764,2024-03-03 19:06:19.314382,286438,TEXMAROC,MA,Casablanca,20400,CREDIT AGRICOLE MAROC,MA,Fès,30100,422,0,0,0,0,0,0,0,TEXTILE,0
TXN_005019,2024-10-14 19:06:19.379490,41461,ORANGE MAROC,MA,Agadir,80000,REDAL,MA,Fès,30200,214,0,0,0,0,0,0,0,SERVICES,0
TXN_004903,2023-10-24 19:06:19.377485,54415,ORANGE MAROC,MA,Casablanca,20400,Amsterdam_TRADING_BE,BE,Amsterdam,81871,4866,1,0,0,0,0,0,0,SERVICES,0
TXN_000093,2025-08-18 19:06:19.479393,18009560,LABEL VIE,MA,Rabat,10200,HANOI TEXTILE,VN,Moscow,73883,4232,1,0,1,1,1,0,0,DISTRIBUTION,1
TXN_006843,2025-04-03 19:06:19.412035,264656,TEXMAROC,MA,Fès,30100,CIH BANK,MA,Kenitra,14100,658,0,0,0,0,0,0,0,TEXTILE,0
TXN_002165,2024-02-26 19:06:19.343934,262961,SOMITEX,MA,Rabat,10200,BMCE BANK,MA,Meknès,50000,598,0,0,0,0,0,0,0,TEXTILE,0
TXN_001862,2024-11-18 19:06:19.340932,277073,STAFIL,MA,Meknès,50100,ATTIJARIWAFA BANK,MA,Marrakech,40100,597,0,0,0,0,0,0,0,TEXTILE,0
TXN_007850,2024-05-19 19:06:19.423902,4159377,LAFARGE MAROC,MA,Kenitra,14000,OCP SA,MA,Meknès,50100,300,0,0,0,0,0,0,0,INDUSTRIEL,0
TXN_001123,2025-08-18 02:06:19.494591,4479181,AUCHAN MAROC,MA,Fès,30100,BLACK SEA TRADING,UA,Panama City,47395,2843,1,0,1,1,1,0,0,DISTRIBUTION,1
TXN_002340,2025-08-18 19:06:19.346438,132831,CARREFOUR MAROC,MA,Tanger,90200,DELTA INDUSTRIE,MA,Marrakech,40100,240,0,0,0,0,0,0,0,DISTRIBUTION,0
TXN_005527,2024-08-09 19:06:19.390006,1187328,LESIEUR CRISTAL,MA,Agadir,80100,BMCE BANK,MA,Casablanca,20400,689,0,0,0,0,0,0,0,INDUSTRIEL,0
TXN_006743,2025-06-26 19:06:19.410035,23345,REDAL,MA,Kenitra,14100,MANATEX,MA,Meknès,50100,317,0,0,0,0,0,0,0,SERVICES,0
TXN_004003,2024-07-12 19:06:19.366974,37174,MARJANE HOLDING,MA,Rabat,10200,REDAL,MA,Meknès,50100,550,0,0,0,0,0,0,0,DISTRIBUTION,0
TXN_001123,2025-05-25 19:06:19.327414,46223,LYDEC,MA,Meknès,50000,BANK AL MAGHRIB,MA,Rabat,10000,599,0,0,0,0,0,0,0,SERVICES,0
TXN_000709,2025-05-26 02:06:19.488356,439,SOMITEX,MA,Rabat,10200,SHENZHEN ELECTRONICS,CN,Karachi,94453,3210,1,0,1,1,0,1,0,TEXTILE,1
TXN_004049,2024-04-19 19:06:19.367974,78158,STAFIL,MA,Casablanca,20400,BMCE BANK,MA,Kenitra,14000,825,0,0,0,0,0,0,0,TEXTILE,0
TXN_007640,2023-11-08 19:06:19.421902,179933,SOMITEX,MA,Casablanca,20200,CREDIT AGRICOLE MAROC,MA,Fès,30100,363,0,0,0,0,0,0,0,TEXTILE,0
TXN_000765,2024-06-12 19:06:19.314382,295398,SOMITEX,MA,Tétouan,93000,ATTIJARIWAFA BANK,MA,Casablanca,20400,1071,0,0,0,0,0,0,0,TEXTILE,0
TXN_002344,2023-09-14 19:06:19.346438,168630,AUCHAN MAROC,MA,Kenitra,14100,REDAL,MA,Tanger,90200,536,0,0,0,0,0,0,0,DISTRIBUTION,0
TXN_004071,2025-04-23 19:06:19.367974,30191,METRO MAROC,MA,Kenitra,14100,CIH BANK,MA,Marrakech,40100,671,0,0,0,0,0,0,0,DISTRIBUTION,0
TXN_007216,2024-07-20 19:06:19.416900,4146183,LAFARGE MAROC,MA,Fès,30200,ATTIJARIWAFA BANK,MA,Tétouan,93100,639,0,0,0,0,0,0,0,INDUSTRIEL,0
TXN_004216,2024-04-17 19:06:19.369978,57129,INWI,MA,Meknès,50000,ONEE,MA,Meknès,50100,143,0,0,0,0,0,0,0,SERVICES,0
TXN_007952,2024-09-01 19:06:19.425902,2632302,LESIEUR CRISTAL,MA,Tanger,90100,BANK AL MAGHRIB,MA,Agadir,80100,113,0,0,0,0,0,0,0,INDUSTRIEL,0
TXN_005970,2024-04-09 19:06:19.399524,77290,MARJANE HOLDING,MA,Oujda,60000,CARREFOUR MAROC,MA,Oujda,60100,93,0,0,0,0,0,0,0,DISTRIBUTION,0
TXN_003350,2023-12-31 19:06:19.359464,18300,DELTA INDUSTRIE,MA,Tanger,90200,CIH BANK,MA,Kenitra,14000,525,0,0,0,0,0,0,0,TEXTILE,0
TXN_004695,2024-03-09 19:06:19.374978,3125071,SAFIEC,MA,Agadir,80000,ARAB BANK MAROC,MA,Rabat,10000,418,0,0,0,0,0,0,0,INDUSTRIEL,0
TXN_003399,2024-09-15 19:06:19.359464,44430,REDAL,MA,Casablanca,20400,ACIMA,MA,Agadir,80100,523,0,0,0,0,0,0,0,SERVICES,0
TXN_004081,2024-01-04 19:06:19.367974,27714,LABEL VIE,MA,Rabat,10100,MANATEX,MA,Rabat,10200,72,0,0,0,0,0,0,0,DISTRIBUTION,0
TXN_001149,2024-09-09 19:06:19.494591,2449572,LABEL VIE,MA,Tanger,90000,LAGOS TRADING,NG,Lima,63805,7323,1,0,1,1,1,0,0,DISTRIBUTION,1
TXN_001224,2025-04-12 19:06:19.330420,71817,METRO MAROC,MA,Marrakech,40100,Brussels_TRADING_FR,FR,Brussels,35811,8058,1,0,0,0,0,0,0,DISTRIBUTION,0
TXN_006292,2023-10-01 19:06:19.403523,247239,ONEE,MA,Agadir,80000,FAMILY TRANSFER,MA,Oujda,60000,397,0,0,0,1,1,0,0,SERVICES,1
TXN_003122,2025-03-23 19:06:19.356456,145991,AUCHAN MAROC,MA,Agadir,80000,CREDIT DU MAROC,MA,Fès,30200,340,0,0,0,0,0,0,0,DISTRIBUTION,0
TXN_000510,2025-01-15 19:06:19.311379,2968646,SAFIEC,MA,Tétouan,93100,BMCI,MA,Rabat,10200,866,0,0,0,0,0,0,0,INDUSTRIEL,0
TXN_005794,2023-12-30 19:06:19.396512,88386,MARJANE HOLDING,MA,Tanger,90000,METRO MAROC,MA,Meknès,50100,309,0,0,0,0,0,0,0,DISTRIBUTION,0
TXN_000181,2025-04-08 19:06:19.480578,3330,MANATEX,MA,Tanger,90200,CASH WITHDRAWAL,MA,Oujda,60100,473,0,0,0,1,0,1,0,TEXTILE,1
TXN_001417,2024-07-20 03:06:19.499226,251485,INWI,MA,Tétouan,93000,SUSPECT COMPANY,YE,Beirut,14185,2878,1,0,1,1,1,0,1,SERVICES,1
TXN_000096,2023-12-30 19:06:19.306374,42475,MAROC TELECOM,MA,Rabat,10000,LABEL VIE,MA,Agadir,80200,530,0,0,0,0,0,0,0,SERVICES,0
TXN_006681,2025-03-20 19:06:19.409036,4854924,SAFIEC,MA,Oujda,60100,Brussels_TRADING_BE,BE,Brussels,98110,2801,1,0,0,0,0,0,0,INDUSTRIEL,0
TXN_001512,2023-09-08 19:06:19.335924,864974,SAFIEC,MA,Agadir,80100,Brussels_TRADING_ES,ES,Brussels,89820,5654,1,0,0,0,0,0,0,INDUSTRIEL,0
TXN_000791,2024-12-01 04:06:19.489355,47248,SONASID,MA,Oujda,60000,AFRICA IMPORT EXPORT,NG,Panama City,85535,4904,1,0,1,1,0,1,1,INDUSTRIEL,1
TXN_000119,2024-04-04 19:06:19.306374,79443,REDAL,MA,Marrakech,40200,Frankfurt_TRADING_FR,FR,Frankfurt,63745,8027,1,0,0,0,0,0,0,SERVICES,0
TXN_007791,2023-10-16 19:06:19.423902,36587,MARJANE HOLDING,MA,Rabat,10200,ACIMA,MA,Rabat,10000,199,0,0,0,0,0,0,0,DISTRIBUTION,0
TXN_006517,2025-02-08 19:06:19.407031,71309,LYDEC,MA,Casablanca,20300,BMCI,MA,Agadir,80100,664,0,0,0,0,0,0,0,SERVICES,0
TXN_000033,2024-11-09 19:06:19.304863,4065641,COSUMAR,MA,Tétouan,93100,ATTIJARIWAFA BANK,MA,Fès,30200,695,0,0,0,0,0,0,0,INDUSTRIEL,0
TXN_007887,2023-09-15 19:06:19.424901,75895,TEXMAROC,MA,Oujda,60000,BANK AL MAGHRIB,MA,Casablanca,20300,778,0,0,0,0,0,0,0,TEXTILE,0
