transaction_id,timestamp,intrbk_sttlm_amt,debtor_name,debtor_country,debtor_city,debtor_postcode,creditor_name,creditor_country,creditor_city,creditor_postcode,distance_km,is_international,debtor_blacklisted,creditor_blacklisted,extreme_amount,amount_high,amount_low,postal_incoherence,sector,is_fraud
TXN_000040,2025-01-30 19:06:18.926030,27228,ACIMA,MA,Kenitra,14100,BMCI,MA,Tétouan,93100,282,0,0,0,0,0,0,0,DISTRIBUTION,0
TXN_000041,2024-10-23 19:06:18.926030,17114,MARJANE HOLDING,MA,Fès,30000,MAROC TELECOM,MA,Oujda,60000,571,0,0,0,0,0,0,0,DISTRIBUTION,0
TXN_000042,2024-01-25 19:06:18.926030,624,MAROC TELECOM,MA,Fès,30200,SUSPECT COMPANY,IR,Dubai,23970,4585,1,0,1,1,0,1,1,SERVICES,1
TXN_000043,2024-03-24 19:06:18.926030,124658,MARJANE HOLDING,MA,Oujda,60000,Milan_TRADING_BE,BE,Milan,68008,9270,1,0,0,0,0,0,0,DISTRIBUTION,0
TXN_000044,2024-06-26 19:06:18.926030,129433,ACIMA,MA,Kenitra,14100,MANATEX,MA,Fès,30200,670,0,0,0,0,0,0,0,DISTRIBUTION,0
TXN_000045,2025-01-04 19:06:18.926030,2067074,COSUMAR,MA,Tanger,90100,SOCIETE GENERALE MAROC,MA,Agadir,80200,148,0,0,0,0,0,0,0,INDUSTRIEL,0
TXN_000046,2025-01-12 19:06:18.926030,113755,MARJANE HOLDING,MA,Meknès,50000,BANQUE POPULAIRE,MA,Kenitra,14100,262,0,0,0,0,0,0,0,DISTRIBUTION,0
TXN_000047,2024-07-02 19:06:18.926030,3772,MAROC TELECOM,MA,Meknès,50000,BMCI,MA,Tanger,90100,334,0,0,0,0,0,0,0,SERVICES,0
TXN_000048,2025-01-24 19:06:18.926030,53968,LYDEC,MA,Tanger,90100,SOCIETE GENERALE MAROC,MA,Meknès,50000,369,0,0,0,0,0,0,0,SERVICES,0
TXN_000049,2024-03-08 19:06:18.926030,3695464,SONASID,MA,Casablanca,20400,New_TRADING_BE,BE,New York,16590,5262,1,0,0,0,0,0,0,INDUSTRIEL,0
TXN_000050,2024-08-13 19:06:18.926030,47236,ONEE,MA,Agadir,80000,ARAB BANK MAROC,MA,Meknès,50100,130,0,0,0,0,0,0,0,SERVICES,0
TXN_000051,2024-05-12 19:06:18.926030,45975,COTEF MAROC,MA,Casablanca,20000,CREDIT AGRICOLE MAROC,MA,Casablanca,20000,15,0,0,0,0,0,0,0,TEXTILE,0
TXN_000052,2023-12-09 19:06:18.926030,180494,METRO MAROC,MA,Marrakech,40000,Brussels_TRADING_DE,DE,Brussels,43586,7043,1,0,0,0,0,0,0,DISTRIBUTION,0
TXN_000053,2025-03-18 19:06:18.926030,33337,CARREFOUR MAROC,MA,Tétouan,93000,ONEE,MA,Tanger,90200,693,0,0,0,0,0,0,0,DISTRIBUTION,0
TXN_000054,2025-02-14 19:06:18.926030,187764,MARJANE HOLDING,MA,Rabat,10200,SONASID,MA,Tétouan,93000,946,0,0,0,0,0,0,0,DISTRIBUTION,0
TXN_000055,2024-06-24 19:06:18.926030,230231,TEXMAROC,MA,Agadir,80000,DELTA INDUSTRIE,MA,Rabat,10100,591,0,0,0,0,0,0,0,TEXTILE,0
TXN_000056,2025-04-02 19:06:18.926030,292157,DELTA INDUSTRIE,MA,Meknès,50000,TEXMAROC,MA,Oujda,60100,172,0,0,0,0,0,0,0,TEXTILE,0
TXN_000057,2025-06-09 19:06:18.926030,154382,METRO MAROC,MA,Tanger,90100,LESIEUR CRISTAL,MA,Meknès,50100,293,0,0,0,0,0,0,0,DISTRIBUTION,0
TXN_000058,2025-03-03 04:06:18.926030,1146622,SOMITEX,MA,Oujda,60000,SUSPECT COMPANY,IR,Panama City,82848,9464,1,0,1,1,1,0,0,TEXTILE,1
TXN_000059,2024-07-16 19:06:18.926030,67332,ORANGE MAROC,MA,Oujda,60000,BMCI,MA,Casablanca,20000,813,0,0,0,0,0,0,0,SERVICES,0
TXN_000060,2023-09-28 19:06:18.926030,288355,STAFIL,MA,Fès,30100,DELTA INDUSTRIE,MA,Kenitra,14100,579,0,0,0,0,0,0,0,TEXTILE,0
TXN_000061,2024-10-27 19:06:18.926030,2747008,CIMAR,MA,Tanger,90000,Frankfurt_TRADING_US,US,Frankfurt,38361,8933,1,0,0,0,0,0,0,INDUSTRIEL,0
TXN_000062,2024-11-26 19:06:18.926030,2585095,CIMAR,MA,Tétouan,93100,MANAGEM,MA,Marrakech,40100,742,0,0,0,0,0,0,0,INDUSTRIEL,0
TXN_000063,2024-11-29 19:06:18.926030,76206,MANATEX,MA,Casablanca,20000,CIH BANK,MA,Oujda,60000,830,0,0,0,0,0,0,0,TEXTILE,0
TXN_000064,2024-05-03 19:06:18.926030,71185,MARJANE HOLDING,MA,Oujda,60100,LAFARGE MAROC,MA,Oujda,60000,135,0,0,0,0,0,0,0,DISTRIBUTION,0
TXN_000065,2025-06-22 19:06:18.926030,152545,AUCHAN MAROC,MA,Tétouan,93000,MANAGEM,MA,Rabat,10000,916,0,0,0,0,0,0,0,DISTRIBUTION,0
TXN_000066,2023-12-25 19:06:18.926030,61028,MAROC TELECOM,MA,Tétouan,93000,BANQUE POPULAIRE,MA,Tétouan,93100,166,0,0,0,0,0,0,0,SERVICES,0
TXN_000067,2025-05-27 19:06:18.926030,178127,CARREFOUR MAROC,MA,Fès,30200,New_TRADING_DE,DE,New York,82350,2229,1,0,0,0,0,0,0,DISTRIBUTION,0
TXN_000068,2025-03-29 19:06:18.926030,64592,ORANGE MAROC,MA,Casablanca,20400,DELTA INDUSTRIE,MA,Fès,30100,328,0,0,0,0,0,0,0,SERVICES,0
TXN_000069,2023-10-03 19:06:18.926030,35087,METRO MAROC,MA,Fès,30100,BMCE BANK,MA,Marrakech,40100,125,0,0,0,0,0,0,0,DISTRIBUTION,0
TXN_000070,2025-03-20 19:06:18.926030,75197,STAFIL,MA,Tanger,90200,ARAB BANK MAROC,MA,Tanger,90200,138,0,0,0,0,0,0,0,TEXTILE,0
TXN_000071,2024-03-02 19:06:18.926030,3724119,OCP SA,MA,Oujda,60100,BMCE BANK,MA,Tétouan,93100,268,0,0,0,0,0,0,0,INDUSTRIEL,0
TXN_000072,2023-10-16 19:06:18.926030,9401422,DELTA INDUSTRIE,MA,Tétouan,93000,VIETNAM GARMENTS,VN,Karachi,46458,8141,1,0,1,1,1,0,0,TEXTILE,1
TXN_000073,2025-06-04 19:06:18.926030,45081,ONEE,MA,Oujda,60100,ORANGE MAROC,MA,Marrakech,40100,583,0,0,0,0,0,0,0,SERVICES,0
TXN_000074,2023-10-28 19:06:18.926030,44224,LYDEC,MA,Meknès,50000,MANAGEM,MA,Rabat,10100,628,0,0,0,0,0,0,0,SERVICES,0
TXN_000075,2024-07-09 19:06:18.926030,271353,DELTA INDUSTRIE,MA,Casablanca,20200,SOCIETE GENERALE MAROC,MA,Casablanca,20200,83,0,0,0,0,0,0,0,TEXTILE,0
TXN_000076,2024-06-14 19:06:18.926030,1428572,CIMAR,MA,Oujda,60000,BMCI,MA,Casablanca,20400,739,0,0,0,0,0,0,0,INDUSTRIEL,0
TXN_000077,2024-05-21 19:06:18.926030,192853,METRO MAROC,MA,Rabat,10200,ORANGE MAROC,MA,Tanger,90100,372,0,0,0,0,0,0,0,DISTRIBUTION,0
TXN_000078,2024-05-26 19:06:18.926030,69616,REDAL,MA,Kenitra,14000,STAFIL,MA,Marrakech,40000,697,0,0,0,0,0,0,0,SERVICES,0
TXN_000079,2024-04-04 19:06:18.926030,166529,MANATEX,MA,Tanger,90000,LABEL VIE,MA,Tétouan,93100,647,0,0,0,0,0,0,0,TEXTILE,0
TXN_000080,2024-04-28 19:06:18.926030,45176,MAROC TELECOM,MA,Agadir,80100,BMCI,MA,Fès,30200,315,0,0,0,0,0,0,0,SERVICES,0
TXN_000081,2025-07-23 19:06:18.926030,52968,ORANGE MAROC,MA,Agadir,80200,SOCIETE GENERALE MAROC,MA,Marrakech,40100,438,0,0,0,0,0,0,0,SERVICES,0
TXN_000082,2024-01-10 19:06:18.926030,71937,LYDEC,MA,Agadir,80000,SOCIETE GENERALE MAROC,MA,Casablanca,20200,529,0,0,0,0,0,0,0,SERVICES,0
TXN_000083,2024-05-13 19:06:18.926030,13527,ORANGE MAROC,MA,Tanger,90100,MANATEX,MA,Kenitra,14100,548,0,0,0,0,0,0,0,SERVICES,0
TXN_000084,2025-07-31 19:06:18.926030,184411,ACIMA,MA,Tétouan,93000,CIMAR,MA,Fès,30200,635,0,0,0,0,0,0,0,DISTRIBUTION,0
TXN_000085,2023-11-27 19:06:18.926030,83503,ACIMA,MA,Rabat,10100,CIH BANK,MA,Casablanca,20300,201,0,0,0,0,0,0,0,DISTRIBUTION,0
TXN_000086,2024-08-18 19:06:18.926030,113016,LABEL VIE,MA,Meknès,50000,BMCE BANK,MA,Marrakech,40000,566,0,0,0,0,0,0,0,DISTRIBUTION,0
TXN_000087,2024-08-10 19:06:18.926030,21758,INWI,MA,Tétouan,93000,ATTIJARIWAFA BANK,MA,Tanger,90100,629,0,0,0,0,0,0,0,SERVICES,0
TXN_000088,2024-11-15 19:06:18.926030,2998814,MANAGEM,MA,Kenitra,14000,ARAB BANK MAROC,MA,Tanger,90200,526,0,0,0,0,0,0,0,INDUSTRIEL,0
TXN_000089,2024-10-31 19:06:18.926030,34091,LYDEC,MA,Fès,30100,CIH BANK,MA,Agadir,80200,215,0,0,0,0,0,0,0,SERVICES,0
TXN_000090,2023-11-01 19:06:18.926030,4266850,OCP SA,MA,Meknès,50100,BMCI,MA,Tanger,90000,372,0,0,0,0,0,0,0,INDUSTRIEL,0
TXN_000091,2025-02-23 19:06:18.926030,30470,ACIMA,MA,Tétouan,93100,BANQUE POPULAIRE,MA,Casablanca,20300,1058,0,0,0,0,0,0,0,DISTRIBUTION,0
TXN_000092,2024-08-28 19:06:18.926030,227843,SOMITEX,MA,Marrakech,40000,ARAB BANK MAROC,MA,Marrakech,40200,52,0,0,0,0,0,0,0,TEXTILE,0
TXN_000093,2024-12-16 19:06:18.926030,255540,TEXMAROC,MA,Oujda,60100,REDAL,MA,Marrakech,40000,533,0,0,0,0,0,0,0,TEXTILE,0
TXN_000094,2024-07-28 19:06:18.926030,3191920,MANAGEM,MA,Casablanca,20300,REDAL,MA,Tanger,90200,437,0,0,0,0,0,0,0,INDUSTRIEL,0
TXN_000095,2023-10-15 19:06:18.926030,1956962,LESIEUR CRISTAL,MA,Fès,30100,CREDIT DU MAROC,MA,Oujda,60100,445,0,0,0,0,0,0,0,INDUSTRIEL,0
TXN_000096,2025-07-21 19:06:18.926030,15739,LYDEC,MA,Casablanca,20300,INWI,MA,Kenitra,14000,904,0,0,0,0,0,0,0,SERVICES,0
TXN_000097,2023-10-20 19:06:18.926030,176683,METRO MAROC,MA,Kenitra,14100,Amsterdam_TRADING_BE,BE,Amsterdam,46666,1536,1,0,0,0,0,0,0,DISTRIBUTION,0
TXN_000098,2023-09-30 02:06:18.926030,47,MAROC TELECOM,MA,Agadir,80000,SUSPECT COMPANY,SY,Lagos,81364,1992,1,0,1,1,0,1,0,SERVICES,1
TXN_000099,2024-05-28 19:06:18.926030,172639,ACIMA,MA,Rabat,10200,BMCI,MA,Casablanca,20000,142,0,0,0,0,0,0,0,DISTRIBUTION,0
TXN_000100,2024-02-05 19:06:18.926030,30,LABEL VIE,MA,Fès,30000,MOSCOW TRADING,RU,Dubai,46342,3129,1,0,1,1,0,1,0,DISTRIBUTION,1
TXN_000101,2025-05-16 19:06:18.926030,2095914,LESIEUR CRISTAL,MA,Casablanca,20200,BANQUE POPULAIRE,MA,Casablanca,20200,42,0,0,0,0,0,0,0,INDUSTRIEL,0
TXN_000102,2024-07-01 19:06:18.926030,3860405,MANAGEM,MA,Kenitra,14000,BARID AL MAGHRIB,MA,Kenitra,14000,66,0,0,0,0,0,0,0,INDUSTRIEL,0
TXN_000103,2023-12-16 19:06:18.926030,7082,ORANGE MAROC,MA,Casablanca,20300,Amsterdam_TRADING_BE,BE,Amsterdam,65872,2768,1,0,0,0,0,0,0,SERVICES,0
TXN_000104,2024-04-21 19:06:18.926030,1344314,LESIEUR CRISTAL,MA,Oujda,60000,Milan_TRADING_GB,GB,Milan,59925,9692,1,0,0,0,0,0,0,INDUSTRIEL,0
TXN_000105,2024-11-08 19:06:18.926030,4724935,SONASID,MA,Oujda,60100,BMCI,MA,Fès,30100,515,0,0,0,0,0,0,0,INDUSTRIEL,0
TXN_000106,2024-09-23 19:06:18.926030,15463,ORANGE MAROC,MA,Oujda,60100,COTEF MAROC,MA,Agadir,80200,249,0,0,0,0,0,0,0,SERVICES,0
TXN_000107,2023-10-03 19:06:18.926030,882070,SONASID,MA,Oujda,60000,MANAGEM,MA,Agadir,80000,353,0,0,0,0,0,0,0,INDUSTRIEL,0
TXN_000108,2024-10-03 19:06:18.926030,231740,MANATEX,MA,Rabat,10100,COTEF MAROC,MA,Casablanca,20300,136,0,0,0,0,0,0,0,TEXTILE,0
TXN_000109,2024-01-23 19:06:18.926030,131403,ACIMA,MA,Kenitra,14000,CREDIT DU MAROC,MA,Rabat,10100,781,0,0,0,0,0,0,0,DISTRIBUTION,0
TXN_000110,2024-01-27 19:06:18.926030,342876,COSUMAR,MA,Fès,30100,ATTIJARIWAFA BANK,MA,Tanger,90100,156,0,0,0,0,0,0,0,INDUSTRIEL,0
TXN_000111,2025-04-12 19:06:18.926030,357170,LAFARGE MAROC,MA,Tétouan,93100,Amsterdam_TRADING_DE,DE,Amsterdam,65028,8432,1,0,0,0,0,0,0,INDUSTRIEL,0
TXN_000112,2024-09-21 19:06:18.926030,180070,MANATEX,MA,Marrakech,40100,SOCIETE GENERALE MAROC,MA,Tétouan,93000,750,0,0,0,0,0,0,0,TEXTILE,0
TXN_000113,2023-12-13 19:06:18.927035,232305,STAFIL,MA,Casablanca,20000,CREDIT AGRICOLE MAROC,MA,Oujda,60100,841,0,0,0,0,0,0,0,TEXTILE,0
TXN_000114,2025-05-12 19:06:18.927035,4182171,COSUMAR,MA,Agadir,80100,CARREFOUR MAROC,MA,Tanger,90000,263,0,0,0,0,0,0,0,INDUSTRIEL,0
TXN_000115,2025-07-11 19:06:18.927035,81950,COTEF MAROC,MA,Casablanca,20200,ATTIJARIWAFA BANK,MA,Tanger,90100,537,0,0,0,0,0,0,0,TEXTILE,0
TXN_000116,2024-06-22 19:06:18.927035,33161,INWI,MA,Marrakech,40000,BANQUE POPULAIRE,MA,Agadir,80000,421,0,0,0,0,0,0,0,SERVICES,0
TXN_000117,2025-08-17 19:06:18.927035,235068,DELTA INDUSTRIE,MA,Oujda,60000,LAFARGE MAROC,MA,Meknès,50100,115,0,0,0,0,0,0,0,TEXTILE,0
TXN_000118,2024-10-08 19:06:18.927035,50428,BARID AL MAGHRIB,MA,Marrakech,40200,Frankfurt_TRADING_ES,ES,Frankfurt,67104,7560,1,0,0,0,0,0,0,SERVICES,0
TXN_000119,2024-03-18 19:06:18.927035,188002,MANATEX,MA,Rabat,10100,SAFIEC,MA,Marrakech,40000,240,0,0,0,0,0,0,0,TEXTILE,0
TXN_000120,2025-02-19 19:06:18.927035,31949,AUCHAN MAROC,MA,Agadir,80100,New_TRADING_DE,DE,New York,88957,3504,1,0,0,0,0,0,0,DISTRIBUTION,0
TXN_000121,2023-11-04 19:06:18.927035,76889,MAROC TELECOM,MA,Rabat,10000,SOCIETE GENERALE MAROC,MA,Oujda,60100,722,0,0,0,0,0,0,0,SERVICES,0
TXN_000122,2025-06-28 19:06:18.927035,39450,SOMITEX,MA,Oujda,60100,INWI,MA,Rabat,10100,619,0,0,0,0,0,0,0,TEXTILE,0
TXN_000123,2025-07-09 19:06:18.927035,4353593,SONASID,MA,Agadir,80100,CREDIT AGRICOLE MAROC,MA,Tétouan,93000,492,0,0,0,0,0,0,0,INDUSTRIEL,0
TXN_000124,2023-12-26 19:06:18.927035,968236,MANAGEM,MA,Oujda,60000,SAFIEC,MA,Agadir,80200,375,0,0,0,0,0,0,0,INDUSTRIEL,0
TXN_000125,2025-03-13 19:06:18.927035,71690,MAROC TELECOM,MA,Casablanca,20200,CIH BANK,MA,Marrakech,40100,309,0,0,0,0,0,0,0,SERVICES,0
TXN_000126,2024-07-14 19:06:18.927035,652908,LESIEUR CRISTAL,MA,Agadir,80200,ARAB BANK MAROC,MA,Kenitra,14100,495,0,0,0,0,0,0,0,INDUSTRIEL,0
TXN_000127,2023-11-03 19:06:18.927035,84149,TEXMAROC,MA,Tétouan,93000,SOCIETE GENERALE MAROC,MA,Tanger,90200,662,0,0,0,0,0,0,0,TEXTILE,0
TXN_000128,2023-09-11 19:06:18.927035,216751,ORANGE MAROC,MA,Rabat,10100,SUSPECT COMPANY,SD,Istanbul,94675,9331,1,0,1,1,1,0,0,SERVICES,1
TXN_000129,2025-03-05 19:06:18.927035,32693,REDAL,MA,Fès,30100,CREDIT DU MAROC,MA,Marrakech,40000,239,0,0,0,0,0,0,0,SERVICES,0
TXN_000130,2024-03-02 19:06:18.927035,78707,DELTA INDUSTRIE,MA,Kenitra,14000,BANK AL MAGHRIB,MA,Marrakech,40000,794,0,0,0,0,0,0,0,TEXTILE,0
TXN_000131,2024-06-14 19:06:18.927035,134534,MANATEX,MA,Casablanca,20400,BMCI,MA,Tétouan,93100,1046,0,0,0,0,0,0,0,TEXTILE,0
TXN_000132,2025-01-04 19:06:18.927035,182814,CARREFOUR MAROC,MA,Tanger,90100,SOMITEX,MA,Oujda,60100,438,0,0,0,0,0,0,0,DISTRIBUTION,0
TXN_000133,2024-03-14 19:06:18.927035,41280,LABEL VIE,MA,Meknès,50000,CREDIT DU MAROC,MA,Casablanca,20400,792,0,0,0,0,0,0,0,DISTRIBUTION,0
TXN_000134,2024-03-26 19:06:18.927035,2388339,LAFARGE MAROC,MA,Rabat,10100,BMCE BANK,MA,Kenitra,14000,766,0,0,0,0,0,0,0,INDUSTRIEL,0
TXN_000135,2024-06-01 19:06:18.927035,54964,LYDEC,MA,Agadir,80000,SONASID,MA,Fès,30100,267,0,0,0,0,0,0,0,SERVICES,0
TXN_000136,2025-08-08 19:06:18.927035,82141,COTEF MAROC,MA,Agadir,80000,New_TRADING_BE,BE,New York,71487,8349,1,0,0,0,0,0,0,TEXTILE,0
TXN_000137,2023-12-15 19:06:18.927035,1909043,COSUMAR,MA,Casablanca,20000,CIH BANK,MA,Kenitra,14100,870,0,0,0,0,0,0,0,INDUSTRIEL,0
TXN_000138,2024-11-01 19:06:18.927035,172497,METRO MAROC,MA,Rabat,10000,LESIEUR CRISTAL,MA,Oujda,60000,762,0,0,0,0,0,0,0,DISTRIBUTION,0
TXN_000139,2024-03-06 19:06:18.927035,117522,CARREFOUR MAROC,MA,Casablanca,20200,Frankfurt_TRADING_IT,IT,Frankfurt,84798,7825,1,0,0,0,0,0,0,DISTRIBUTION,0
TXN_000140,2025-02-26 19:06:18.927035,285806,TEXMAROC,MA,Rabat,10200,ORANGE MAROC,MA,Kenitra,14000,721,0,0,0,0,0,0,0,TEXTILE,0
TXN_000141,2023-11-25 19:06:18.927035,18515,MANATEX,MA,Meknès,50100,CREDIT DU MAROC,MA,Rabat,10100,658,0,0,0,0,0,0,0,TEXTILE,0
TXN_000142,2024-09-30 19:06:18.927035,187496,DELTA INDUSTRIE,MA,Marrakech,40000,ORANGE MAROC,MA,Marrakech,40200,171,0,0,0,0,0,0,0,TEXTILE,0
TXN_000143,2025-03-03 19:06:18.927035,41462,LYDEC,MA,Marrakech,40000,CIH BANK,MA,Fès,30000,241,0,0,0,0,0,0,0,SERVICES,0
TXN_000144,2024-07-25 19:06:18.927035,110193,TEXMAROC,MA,Kenitra,14100,CREDIT DU MAROC,MA,Casablanca,20300,904,0,0,0,0,0,0,0,TEXTILE,0
TXN_000145,2024-06-15 19:06:18.927035,64,ONEE,MA,Meknès,50100,DELHI IMPORTS,IN,Panama City,20828,7955,1,0,1,1,0,1,1,SERVICES,1
