transaction_id,timestamp,intrbk_sttlm_amt,debtor_name,debtor_country,debtor_city,debtor_postcode,creditor_name,creditor_country,creditor_city,creditor_postcode,distance_km,is_international,debtor_blacklisted,creditor_blacklisted,extreme_amount,amount_high,postal_incoherence,sector,is_fraud
TXN_005653,2024-10-26 15:20:26.236737,719755,OCP SA,MA,Kenitra,14000,ATTIJARIWAFA BANK,MA,Marrakech,40100,628,0,0,0,0,0,0,INDUSTRIEL,0
TXN_003999,2025-08-29 15:20:26.222610,500000,ACIMA,MA,Fès,30000,Brussels_TRADING_ES,ES,Brussels,79183,2856,1,0,0,0,0,0,DISTRIBUTION,0
TXN_006033,2024-03-02 15:20:26.239788,500000,MARJANE HOLDING,MA,Rabat,10000,SOCIETE GENERALE MAROC,MA,Kenitra,14000,752,0,0,0,0,0,0,DISTRIBUTION,0
TXN_000582,2025-01-23 15:20:26.192986,1123311,LESIEUR CRISTAL,MA,Oujda,60100,ARAB BANK MAROC,MA,Fès,30200,460,0,0,0,0,0,0,INDUSTRIEL,0
TXN_000930,2024-02-29 15:20:26.309534,85339,COTEF MAROC,MA,Meknès,50100,AFRICA IMPORT EXPORT,NG,Lagos,61956,5799,1,0,1,1,0,1,TEXTILE,1
TXN_007051,2024-05-19 15:20:26.248637,1000000,COTEF MAROC,MA,Marrakech,40100,SOCIETE GENERALE MAROC,MA,Agadir,80100,438,0,0,0,0,0,0,TEXTILE,0
TXN_008158,2024-11-06 15:20:26.256746,200000,LYDEC,MA,Kenitra,14100,Frankfurt_TRADING_NL,NL,Frankfurt,58334,8620,1,0,0,0,0,0,SERVICES,0
TXN_000896,2024-11-18 04:20:26.309534,14675750,MANATEX,MA,Marrakech,40100,SAIGON EXPORTS,VN,Istanbul,75008,4045,1,0,1,1,1,0,TEXTILE,1
TXN_002249,2023-09-09 15:20:26.208847,1000000,COTEF MAROC,MA,Fès,30000,New_TRADING_NL,NL,New York,60926,2088,1,0,0,0,0,0,TEXTILE,0
TXN_004640,2024-08-08 15:20:26.227612,1000000,SOMITEX,MA,Meknès,50100,SOCIETE GENERALE MAROC,MA,Kenitra,14000,273,0,0,0,0,0,0,TEXTILE,0
TXN_000485,2024-06-21 03:20:26.307130,13180689,SAFIEC,MA,Kenitra,14000,FAMILY TRANSFER,MA,Agadir,80000,408,0,0,0,1,1,0,INDUSTRIEL,1
TXN_004947,2023-11-02 15:20:26.229613,200000,INWI,MA,Tétouan,93100,LAFARGE MAROC,MA,Fès,30100,749,0,0,0,0,0,0,SERVICES,0
TXN_000920,2024-11-26 15:20:26.309534,94900,MAROC TELECOM,MA,Agadir,80200,BOGOTA TRADING,CO,Moscow,63010,2749,1,0,1,1,0,1,SERVICES,1
TXN_001963,2025-06-19 15:20:26.206852,1000000,TEXMAROC,MA,Oujda,60100,BARID AL MAGHRIB,MA,Agadir,80200,235,0,0,0,0,0,0,TEXTILE,0
TXN_008243,2025-05-29 15:20:26.257747,1000000,TEXMAROC,MA,Rabat,10000,ARAB BANK MAROC,MA,Oujda,60000,790,0,0,0,0,0,0,TEXTILE,0
TXN_006590,2025-06-20 15:20:26.243730,500000,METRO MAROC,MA,Rabat,10200,BMCI,MA,Marrakech,40100,206,0,0,0,0,0,0,DISTRIBUTION,0
TXN_008847,2025-03-23 15:20:26.262258,200000,INWI,MA,Tétouan,93100,CREDIT AGRICOLE MAROC,MA,Casablanca,20300,1021,0,0,0,0,0,0,SERVICES,0
TXN_000321,2023-11-04 15:20:26.191276,500000,LABEL VIE,MA,Tanger,90000,SOCIETE GENERALE MAROC,MA,Tétouan,93100,694,0,0,0,0,0,0,DISTRIBUTION,0
TXN_002678,2025-01-23 15:20:26.212371,1000000,TEXMAROC,MA,Tanger,90000,MANAGEM,MA,Kenitra,14000,572,0,0,0,0,0,0,TEXTILE,0
TXN_004625,2025-03-06 15:20:26.227612,500000,CARREFOUR MAROC,MA,Kenitra,14000,SOMITEX,MA,Tanger,90000,441,0,0,0,0,0,0,DISTRIBUTION,0
TXN_004949,2025-07-06 15:20:26.229613,1000000,DELTA INDUSTRIE,MA,Marrakech,40000,Brussels_TRADING_GB,GB,Brussels,99885,6161,1,0,0,0,0,0,TEXTILE,0
TXN_008328,2023-09-23 15:20:26.257747,200000,LYDEC,MA,Casablanca,20300,BANQUE POPULAIRE,MA,Marrakech,40200,241,0,0,0,0,0,0,SERVICES,0
TXN_003337,2023-11-19 15:20:26.217603,3511593,LESIEUR CRISTAL,MA,Casablanca,20300,Madrid_TRADING_GB,GB,Madrid,17949,6615,1,0,0,0,0,0,INDUSTRIEL,0
TXN_005589,2024-01-25 15:20:26.236737,7343228,SAFIEC,MA,Marrakech,40000,Madrid_TRADING_FR,FR,Madrid,72756,5451,1,0,0,0,1,0,INDUSTRIEL,0
TXN_000251,2025-07-03 15:20:26.190281,500000,METRO MAROC,MA,Kenitra,14100,SOCIETE GENERALE MAROC,MA,Agadir,80100,454,0,0,0,0,0,0,DISTRIBUTION,0
TXN_003973,2025-03-03 15:20:26.222610,2225261,SONASID,MA,Rabat,10000,ARAB BANK MAROC,MA,Agadir,80100,435,0,0,0,0,0,0,INDUSTRIEL,0
TXN_006630,2024-10-07 15:20:26.243730,500000,LABEL VIE,MA,Marrakech,40100,BMCI,MA,Oujda,60100,658,0,0,0,0,0,0,DISTRIBUTION,0
TXN_005547,2025-04-03 15:20:26.236391,6656988,OCP SA,MA,Marrakech,40200,INWI,MA,Agadir,80200,388,0,0,0,0,1,0,INDUSTRIEL,0
TXN_000035,2025-06-26 15:20:26.188169,200000,ORANGE MAROC,MA,Tanger,90100,BANK AL MAGHRIB,MA,Casablanca,20000,558,0,0,0,0,0,0,SERVICES,0
TXN_008362,2025-02-24 15:20:26.258746,1000000,COTEF MAROC,MA,Agadir,80200,BANQUE POPULAIRE,MA,Oujda,60100,272,0,0,0,0,0,0,TEXTILE,0
TXN_001513,2023-12-25 15:20:26.201074,90907,SONASID,MA,Agadir,80200,SAO PAULO EXPORTS,BR,Karachi,14692,8231,1,0,1,1,0,1,INDUSTRIEL,1
TXN_000317,2025-06-01 03:20:26.306026,105728,STAFIL,MA,Marrakech,40000,BOMBAY TRADING,IN,Beirut,43571,7332,1,0,1,1,0,1,TEXTILE,1
TXN_000039,2024-08-13 15:20:26.188169,1000000,STAFIL,MA,Marrakech,40200,METRO MAROC,MA,Tanger,90100,358,0,0,0,0,0,0,TEXTILE,0
TXN_004819,2024-09-24 15:20:26.228612,500000,MARJANE HOLDING,MA,Agadir,80000,SOCIETE GENERALE MAROC,MA,Fès,30000,352,0,0,0,0,0,0,DISTRIBUTION,0
TXN_003465,2024-05-30 15:20:26.218603,500000,ACIMA,MA,Oujda,60000,BANQUE POPULAIRE,MA,Marrakech,40000,549,0,0,0,0,0,0,DISTRIBUTION,0
TXN_001760,2023-12-14 15:20:26.203682,200000,LYDEC,MA,Marrakech,40100,CARREFOUR MAROC,MA,Tétouan,93100,767,0,0,0,0,0,0,SERVICES,0
TXN_002304,2024-10-13 15:20:26.208847,500000,CARREFOUR MAROC,MA,Casablanca,20400,CIH BANK,MA,Rabat,10000,221,0,0,0,0,0,0,DISTRIBUTION,0
TXN_003723,2023-10-08 15:20:26.219603,1000000,SOMITEX,MA,Meknès,50100,ATTIJARIWAFA BANK,MA,Kenitra,14100,259,0,0,0,0,0,0,TEXTILE,0
TXN_008284,2025-05-02 15:20:26.257747,500000,ACIMA,MA,Fès,30200,CARREFOUR MAROC,MA,Rabat,10200,265,0,0,0,0,0,0,DISTRIBUTION,0
TXN_004993,2024-04-21 15:20:26.229613,1000000,SOMITEX,MA,Casablanca,20300,CREDIT AGRICOLE MAROC,MA,Agadir,80000,671,0,0,0,0,0,0,TEXTILE,0
TXN_008127,2024-04-23 15:20:26.256746,500000,AUCHAN MAROC,MA,Tanger,90200,COSUMAR,MA,Tétouan,93000,598,0,0,0,0,0,0,DISTRIBUTION,0
TXN_003032,2025-07-26 15:20:26.215604,200000,INWI,MA,Oujda,60000,CREDIT AGRICOLE MAROC,MA,Tanger,90100,312,0,0,0,0,0,0,SERVICES,0
TXN_007938,2024-10-22 15:20:26.254746,200000,ONEE,MA,Rabat,10200,INWI,MA,Tétouan,93100,902,0,0,0,0,0,0,SERVICES,0
TXN_003039,2024-07-23 15:20:26.215604,692438,CIMAR,MA,Agadir,80100,ARAB BANK MAROC,MA,Tétouan,93000,425,0,0,0,0,0,0,INDUSTRIEL,0
TXN_000655,2025-08-17 04:20:26.308129,173254,DELTA INDUSTRIE,MA,Oujda,60100,INDIAN SOFTWARE,IN,Beirut,38563,4919,1,0,1,1,0,0,TEXTILE,1
TXN_002545,2025-06-24 15:20:26.211351,200000,REDAL,MA,Tanger,90200,SOMITEX,MA,Agadir,80100,175,0,0,0,0,0,0,SERVICES,0
TXN_002592,2024-09-11 15:20:26.211351,200000,REDAL,MA,Meknès,50100,CARREFOUR MAROC,MA,Oujda,60000,284,0,0,0,0,0,0,SERVICES,0
TXN_001188,2024-07-29 15:20:26.197954,200000,BARID AL MAGHRIB,MA,Casablanca,20300,MAROC TELECOM,MA,Kenitra,14000,981,0,0,0,0,0,0,SERVICES,0
TXN_007966,2025-05-26 15:20:26.255747,4092992,SAFIEC,MA,Casablanca,20300,ORANGE MAROC,MA,Tanger,90100,461,0,0,0,0,0,0,INDUSTRIEL,0
TXN_006077,2024-10-23 15:20:26.239788,200000,ORANGE MAROC,MA,Kenitra,14100,Madrid_TRADING_DE,DE,Madrid,12919,9736,1,0,0,0,0,0,SERVICES,0
TXN_000107,2024-06-22 15:20:26.189301,7415376,CIMAR,MA,Rabat,10200,DELTA INDUSTRIE,MA,Fès,30100,312,0,0,0,0,1,0,INDUSTRIEL,0
TXN_001315,2025-06-27 15:20:26.199081,200000,ONEE,MA,Kenitra,14000,CREDIT DU MAROC,MA,Kenitra,14000,188,0,0,0,0,0,0,SERVICES,0
TXN_008187,2024-11-19 15:20:26.256746,500000,AUCHAN MAROC,MA,Meknès,50000,CARREFOUR MAROC,MA,Tanger,90100,378,0,0,0,0,0,0,DISTRIBUTION,0
TXN_002753,2023-11-20 15:20:26.212371,500000,CARREFOUR MAROC,MA,Agadir,80100,ATTIJARIWAFA BANK,MA,Tétouan,93000,597,0,0,0,0,0,0,DISTRIBUTION,0
TXN_000753,2025-06-30 15:20:26.308129,17909222,MANATEX,MA,Meknès,50000,CASH WITHDRAWAL,MA,Tétouan,95169,404,0,0,0,1,1,1,TEXTILE,1
TXN_006231,2024-01-11 15:20:26.241312,3105291,SAFIEC,MA,Meknès,50100,BMCE BANK,MA,Oujda,60000,220,0,0,0,0,0,0,INDUSTRIEL,0
TXN_002876,2024-04-15 15:20:26.213607,200000,BARID AL MAGHRIB,MA,Marrakech,40000,COSUMAR,MA,Marrakech,40200,200,0,0,0,0,0,0,SERVICES,0
TXN_005323,2023-11-17 15:20:26.233934,1000000,MANATEX,MA,Tanger,90100,ORANGE MAROC,MA,Marrakech,40200,337,0,0,0,0,0,0,TEXTILE,0
TXN_000799,2023-12-18 15:20:26.193991,200000,MAROC TELECOM,MA,Rabat,10100,SOCIETE GENERALE MAROC,MA,Tanger,90200,443,0,0,0,0,0,0,SERVICES,0
TXN_003570,2025-01-17 15:20:26.219603,500000,CARREFOUR MAROC,MA,Casablanca,20400,BANK AL MAGHRIB,MA,Meknès,50100,715,0,0,0,0,0,0,DISTRIBUTION,0
TXN_002894,2025-07-10 15:20:26.214612,500000,CARREFOUR MAROC,MA,Oujda,60000,MANAGEM,MA,Rabat,10000,617,0,0,0,0,0,0,DISTRIBUTION,0
TXN_002927,2023-12-28 15:20:26.214612,200000,MAROC TELECOM,MA,Casablanca,20300,METRO MAROC,MA,Fès,30200,389,0,0,0,0,0,0,SERVICES,0
TXN_008178,2025-06-14 15:20:26.256746,500000,MARJANE HOLDING,MA,Fès,30200,CIH BANK,MA,Tétouan,93000,720,0,0,0,0,0,0,DISTRIBUTION,0
TXN_000971,2024-03-22 15:20:26.195992,500000,MARJANE HOLDING,MA,Rabat,10000,Amsterdam_TRADING_BE,BE,Amsterdam,17294,2995,1,0,0,0,0,0,DISTRIBUTION,0
TXN_006687,2024-03-30 15:20:26.245050,500000,LABEL VIE,MA,Tanger,90200,Amsterdam_TRADING_FR,FR,Amsterdam,65725,4485,1,0,0,0,0,0,DISTRIBUTION,0
TXN_008575,2024-01-22 15:20:26.259747,500000,CARREFOUR MAROC,MA,Tanger,90100,CREDIT DU MAROC,MA,Oujda,60100,352,0,0,0,0,0,0,DISTRIBUTION,0
TXN_002020,2025-04-26 15:20:26.206852,500000,ACIMA,MA,Meknès,50100,OCP SA,MA,Agadir,80000,168,0,0,0,0,0,0,DISTRIBUTION,0
TXN_000054,2024-05-31 03:20:26.303585,173175,SAFIEC,MA,Tanger,90200,BOMBAY TRADING,IN,Istanbul,20970,1163,1,0,1,1,0,1,INDUSTRIEL,1
TXN_000952,2024-09-10 15:20:26.194990,200000,BARID AL MAGHRIB,MA,Oujda,60000,BMCI,MA,Casablanca,20000,844,0,0,0,0,0,0,SERVICES,0
TXN_005359,2024-09-27 15:20:26.233934,200000,ORANGE MAROC,MA,Oujda,60000,BMCE BANK,MA,Agadir,80200,255,0,0,0,0,0,0,SERVICES,0
TXN_003857,2023-11-24 15:20:26.221105,274924,OCP SA,MA,Tanger,90000,CIH BANK,MA,Agadir,80200,171,0,0,0,0,0,0,INDUSTRIEL,0
TXN_005861,2024-06-05 15:20:26.238761,200000,ORANGE MAROC,MA,Rabat,10200,BMCI,MA,Agadir,80100,529,0,0,0,0,0,0,SERVICES,0
TXN_003145,2024-01-19 15:20:26.215604,3025424,COSUMAR,MA,Fès,30200,BANK AL MAGHRIB,MA,Marrakech,40000,291,0,0,0,0,0,0,INDUSTRIEL,0
TXN_003305,2024-12-01 15:20:26.217603,346041,MARJANE HOLDING,MA,Kenitra,14100,BMCE BANK,MA,Marrakech,40000,797,0,0,0,0,0,0,DISTRIBUTION,0
TXN_003006,2024-05-01 15:20:26.214612,7820033,SAFIEC,MA,Fès,30200,BMCI,MA,Tétouan,93100,709,0,0,0,0,1,0,INDUSTRIEL,0
TXN_000001,2024-02-27 03:20:26.303585,13107484,SONASID,MA,Oujda,60000,FAMILY TRANSFER,MA,Kenitra,14100,251,0,0,0,1,1,0,INDUSTRIEL,1
TXN_007770,2024-06-29 15:20:26.253744,200000,INWI,MA,Rabat,10200,BANQUE POPULAIRE,MA,Tanger,90000,498,0,0,0,0,0,0,SERVICES,0
TXN_007438,2025-01-20 15:20:26.251139,200000,INWI,MA,Marrakech,40200,MARJANE HOLDING,MA,Oujda,60000,655,0,0,0,0,0,0,SERVICES,0
TXN_007942,2023-11-11 15:20:26.254746,500000,AUCHAN MAROC,MA,Tanger,90200,MANAGEM,MA,Tétouan,93000,578,0,0,0,0,0,0,DISTRIBUTION,0
TXN_000238,2024-12-22 15:20:26.304713,16683427,ONEE,MA,Casablanca,20200,AFRICA IMPORT EXPORT,NG,Beirut,58645,6123,1,0,1,1,1,0,SERVICES,1
TXN_001056,2024-08-21 15:20:26.195992,200000,MAROC TELECOM,MA,Kenitra,14100,ATTIJARIWAFA BANK,MA,Marrakech,40000,691,0,0,0,0,0,0,SERVICES,0
TXN_003154,2024-07-28 15:20:26.215604,8367062,MANAGEM,MA,Oujda,60100,LYDEC,MA,Rabat,10000,655,0,0,0,0,1,0,INDUSTRIEL,0
TXN_003787,2024-10-25 15:20:26.221105,500000,AUCHAN MAROC,MA,Rabat,10200,LABEL VIE,MA,Rabat,10000,171,0,0,0,0,0,0,DISTRIBUTION,0
TXN_000189,2024-06-21 15:20:26.304713,16368739,LABEL VIE,MA,Meknès,50000,BLACK SEA TRADING,UA,Beirut,13562,7501,1,0,1,1,1,1,DISTRIBUTION,1
TXN_007825,2024-06-24 15:20:26.254746,200000,LYDEC,MA,Tanger,90200,Madrid_TRADING_US,US,Madrid,98467,3756,1,0,0,0,0,0,SERVICES,0
TXN_007539,2024-08-25 15:20:26.252651,500000,AUCHAN MAROC,MA,Tanger,90000,BMCE BANK,MA,Agadir,80200,276,0,0,0,0,0,0,DISTRIBUTION,0
TXN_007231,2024-09-02 15:20:26.249635,500000,MARJANE HOLDING,MA,Tétouan,93100,BMCE BANK,MA,Marrakech,40000,864,0,0,0,0,0,0,DISTRIBUTION,0
TXN_000764,2023-09-10 15:20:26.193991,200000,MAROC TELECOM,MA,Marrakech,40100,Brussels_TRADING_DE,DE,Brussels,28383,8713,1,0,0,0,0,0,SERVICES,0
TXN_005019,2024-06-02 15:20:26.231117,200000,MAROC TELECOM,MA,Oujda,60100,COSUMAR,MA,Kenitra,14000,191,0,0,0,0,0,0,SERVICES,0
TXN_004903,2023-11-05 15:20:26.229613,200000,LYDEC,MA,Casablanca,20300,LYDEC,MA,Rabat,10000,209,0,0,0,0,0,0,SERVICES,0
TXN_008093,2025-08-07 15:20:26.256746,1975105,MANAGEM,MA,Rabat,10000,BMCI,MA,Oujda,60000,716,0,0,0,0,0,0,INDUSTRIEL,0
TXN_006843,2024-05-07 15:20:26.246384,500000,LABEL VIE,MA,Tanger,90200,Frankfurt_TRADING_FR,FR,Frankfurt,73946,5486,1,0,0,0,0,0,DISTRIBUTION,0
TXN_002165,2024-02-22 15:20:26.207848,200000,REDAL,MA,Tétouan,93000,Frankfurt_TRADING_US,US,Frankfurt,95690,8762,1,0,0,0,0,0,SERVICES,0
TXN_001862,2025-04-12 15:20:26.204691,200000,ORANGE MAROC,MA,Rabat,10100,CREDIT AGRICOLE MAROC,MA,Rabat,10000,173,0,0,0,0,0,0,SERVICES,0
TXN_007850,2024-05-30 15:20:26.254746,200000,ORANGE MAROC,MA,Oujda,60000,MANATEX,MA,Marrakech,40100,530,0,0,0,0,0,0,SERVICES,0
TXN_000123,2024-01-28 15:20:26.304713,138708,MANATEX,MA,Casablanca,20400,SUSPECT COMPANY,SD,Istanbul,84603,6280,1,0,1,1,0,0,TEXTILE,1
TXN_002340,2025-06-04 15:20:26.209847,500000,ACIMA,MA,Tanger,90100,SOCIETE GENERALE MAROC,MA,Meknès,50100,215,0,0,0,0,0,0,DISTRIBUTION,0
TXN_005527,2024-10-28 15:20:26.235192,500000,CARREFOUR MAROC,MA,Tanger,90200,CIH BANK,MA,Fès,30000,274,0,0,0,0,0,0,DISTRIBUTION,0
TXN_006743,2025-02-18 15:20:26.245050,1000000,MANATEX,MA,Meknès,50000,Brussels_TRADING_FR,FR,Brussels,36408,2453,1,0,0,0,0,0,TEXTILE,0
TXN_004003,2025-07-24 15:20:26.222610,200000,INWI,MA,Casablanca,20000,BANK AL MAGHRIB,MA,Rabat,10000,149,0,0,0,0,0,0,SERVICES,0
TXN_001123,2024-08-22 15:20:26.196927,1000000,SOMITEX,MA,Tétouan,93100,CIH BANK,MA,Tanger,90100,549,0,0,0,0,0,0,TEXTILE,0
TXN_008709,2024-04-22 15:20:26.261252,841268,SAFIEC,MA,Marrakech,40100,DELTA INDUSTRIE,MA,Tétouan,93100,835,0,0,0,0,0,0,INDUSTRIEL,0
TXN_004049,2024-11-22 15:20:26.223203,200000,BARID AL MAGHRIB,MA,Agadir,80100,LAFARGE MAROC,MA,Fès,30000,341,0,0,0,0,0,0,SERVICES,0
TXN_007640,2025-05-23 15:20:26.253238,4405631,LAFARGE MAROC,MA,Oujda,60100,Frankfurt_TRADING_NL,NL,Frankfurt,52362,7923,1,0,0,0,0,0,INDUSTRIEL,0
TXN_000765,2024-11-24 15:20:26.193991,3173536,SONASID,MA,Marrakech,40000,BMCE BANK,MA,Kenitra,14100,781,0,0,0,0,0,0,INDUSTRIEL,0
TXN_002344,2024-01-11 15:20:26.209847,1000000,COTEF MAROC,MA,Casablanca,20300,BANQUE POPULAIRE,MA,Rabat,10100,275,0,0,0,0,0,0,TEXTILE,0
TXN_004071,2024-12-27 15:20:26.223612,200000,BARID AL MAGHRIB,MA,Oujda,60100,BMCI,MA,Kenitra,14100,197,0,0,0,0,0,0,SERVICES,0
TXN_007216,2024-08-19 15:20:26.249635,1000000,MANATEX,MA,Marrakech,40200,TEXMAROC,MA,Casablanca,20300,269,0,0,0,0,0,0,TEXTILE,0
TXN_004216,2023-11-12 15:20:26.224612,7951377,MANAGEM,MA,Marrakech,40100,CREDIT DU MAROC,MA,Rabat,10200,292,0,0,0,0,1,0,INDUSTRIEL,0
TXN_007952,2024-11-16 15:20:26.255747,1000000,MANATEX,MA,Casablanca,20300,BANQUE POPULAIRE,MA,Marrakech,40100,341,0,0,0,0,0,0,TEXTILE,0
TXN_005970,2024-10-10 15:20:26.239788,1000000,TEXMAROC,MA,Oujda,60000,ATTIJARIWAFA BANK,MA,Oujda,60100,93,0,0,0,0,0,0,TEXTILE,0
TXN_003350,2025-07-26 15:20:26.217603,270404,LABEL VIE,MA,Marrakech,40000,DELTA INDUSTRIE,MA,Agadir,80000,439,0,0,0,0,0,0,DISTRIBUTION,0
TXN_004695,2024-05-03 15:20:26.227612,500000,CARREFOUR MAROC,MA,Oujda,60000,ARAB BANK MAROC,MA,Fès,30200,432,0,0,0,0,0,0,DISTRIBUTION,0
TXN_003399,2025-05-15 15:20:26.217603,1000000,COTEF MAROC,MA,Tétouan,93100,SOCIETE GENERALE MAROC,MA,Rabat,10000,907,0,0,0,0,0,0,TEXTILE,0
TXN_004081,2025-04-06 15:20:26.223612,253420,MANAGEM,MA,Kenitra,14000,TEXMAROC,MA,Meknès,50000,332,0,0,0,0,0,0,INDUSTRIEL,0
TXN_000149,2024-03-03 15:20:26.304713,116785,TEXMAROC,MA,Tanger,90200,SUSPECT COMPANY,IR,Karachi,56625,6901,1,0,1,1,0,1,TEXTILE,1
TXN_001224,2024-11-30 15:20:26.197954,200000,BARID AL MAGHRIB,MA,Meknès,50000,ATTIJARIWAFA BANK,MA,Fès,30100,470,0,0,0,0,0,0,SERVICES,0
TXN_006292,2025-06-04 15:20:26.241312,6104954,LESIEUR CRISTAL,MA,Oujda,60100,CREDIT DU MAROC,MA,Meknès,50100,291,0,0,0,0,1,0,INDUSTRIEL,0
TXN_003122,2024-04-21 15:20:26.215604,3325537,SONASID,MA,Tanger,90100,COTEF MAROC,MA,Meknès,50000,241,0,0,0,0,0,0,INDUSTRIEL,0
TXN_000510,2025-05-29 15:20:26.191887,200000,MAROC TELECOM,MA,Oujda,60100,COTEF MAROC,MA,Marrakech,40200,610,0,0,0,0,0,0,SERVICES,0
TXN_005794,2024-06-18 15:20:26.237746,315422,OCP SA,MA,Marrakech,40200,CIH BANK,MA,Kenitra,14100,800,0,0,0,0,0,0,INDUSTRIEL,0
TXN_008181,2025-03-23 15:20:26.256746,519246,STAFIL,MA,Kenitra,14000,ATTIJARIWAFA BANK,MA,Tanger,90200,553,0,0,0,0,0,0,TEXTILE,0
TXN_000417,2025-05-11 15:20:26.306026,17887983,COSUMAR,MA,Meknès,50100,UNREGISTERED TRADER,MA,Kenitra,76607,304,0,0,0,1,1,1,INDUSTRIEL,1
TXN_000096,2023-12-11 15:20:26.189301,500000,ACIMA,MA,Kenitra,14100,CREDIT DU MAROC,MA,Oujda,60100,145,0,0,0,0,0,0,DISTRIBUTION,0
TXN_006681,2023-12-31 15:20:26.245050,2155741,SONASID,MA,Marrakech,40000,LAFARGE MAROC,MA,Kenitra,14000,752,0,0,0,0,0,0,INDUSTRIEL,0
TXN_001512,2025-07-29 15:20:26.201074,500000,ACIMA,MA,Agadir,80000,SOCIETE GENERALE MAROC,MA,Tétouan,93100,486,0,0,0,0,0,0,DISTRIBUTION,0
TXN_008791,2023-09-24 15:20:26.262258,500000,MARJANE HOLDING,MA,Rabat,10200,SONASID,MA,Tanger,90000,439,0,0,0,0,0,0,DISTRIBUTION,0
TXN_000119,2024-07-18 15:20:26.189301,500000,LABEL VIE,MA,Casablanca,20300,CREDIT DU MAROC,MA,Agadir,80000,572,0,0,0,0,0,0,DISTRIBUTION,0
TXN_007791,2024-02-19 15:20:26.253744,6913676,LAFARGE MAROC,MA,Tétouan,93000,BMCE BANK,MA,Tétouan,93000,126,0,0,0,0,1,0,INDUSTRIEL,0
TXN_006517,2023-09-28 15:20:26.243730,374656,LABEL VIE,MA,Agadir,80000,CREDIT DU MAROC,MA,Kenitra,14000,389,0,0,0,0,0,0,DISTRIBUTION,0
TXN_000033,2025-03-06 15:20:26.188169,500000,CARREFOUR MAROC,MA,Agadir,80100,LESIEUR CRISTAL,MA,Rabat,10100,466,0,0,0,0,0,0,DISTRIBUTION,0
TXN_007887,2025-05-12 15:20:26.254746,1000000,SOMITEX,MA,Kenitra,14000,Paris_TRADING_US,US,Paris,87161,1614,1,0,0,0,0,0,TEXTILE,0
TXN_006830,2024-10-02 15:20:26.246384,4439571,CIMAR,MA,Meknès,50000,BMCI,MA,Agadir,80000,134,0,0,0,0,0,0,INDUSTRIEL,0
TXN_005421,2024-06-04 15:20:26.235192,200000,ONEE,MA,Tanger,90100,ATTIJARIWAFA BANK,MA,Tétouan,93000,634,0,0,0,0,0,0,SERVICES,0
